movieId,clean_title,clean_genres,year,avg_rating,rating_std,rating_count,unique_users,clean_tags,imdbId,tmdbId
2417,Heartburn,"['Comedy', 'Drama']",1986,1.0,0.0,1.0,1.0,[],91188,13818.0
2418,Nothing in Common,['Comedy'],1986,2.75,0.99,6.0,6.0,[],91653,29968.0
2419,Extremities,"['Drama', 'Thriller']",1986,3.75,0.35,2.0,2.0,[],91024,44326.0
2420,Karate Kid The,['Drama'],1984,3.57,0.78,38.0,38.0,['martial arts'],87538,1885.0
2421,Karate Kid Part II The,"['Action', 'Adventure', 'Drama']",1986,2.78,0.97,29.0,29.0,['martial arts'],91326,8856.0
2422,Karate Kid Part III The,"['Action', 'Adventure', 'Children', 'Drama']",1989,1.75,0.67,14.0,14.0,['martial arts'],97647,10495.0
2423,Christmas Vacation National Lampoons Christmas Vacation,['Comedy'],1989,3.57,1.14,30.0,30.0,['christmas'],97958,5825.0
2424,Youve Got Mail,"['Comedy', 'Romance']",1998,3.12,1.1,50.0,50.0,"['remake', 'email']",128853,9489.0
2425,General The,['Crime'],1998,4.0,0.0,2.0,2.0,[],120706,16885.0
2427,Thin Red Line The,"['Action', 'Drama', 'War']",1998,3.3,1.42,35.0,35.0,[],120863,8741.0
2428,Faculty The,"['Horror', 'Sci-Fi']",1998,2.48,0.95,23.0,23.0,[],133751,9276.0
2429,Mighty Joe Young,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Thriller']",1998,2.8,1.1,5.0,5.0,[],120751,9822.0
2430,Mighty Joe Young,"['Adventure', 'Children', 'Drama']",1949,2.83,0.75,6.0,6.0,[],41650,39314.0
2431,Patch Adams,"['Comedy', 'Drama']",1998,3.37,1.17,27.0,27.0,"['doctors', 'bad']",129290,10312.0
2432,Stepmom,['Drama'],1998,3.08,1.24,6.0,6.0,[],120686,9441.0
2433,Civil Action A,['Drama'],1998,3.05,0.65,11.0,11.0,[],120633,9422.0
2435,Hurlyburly,['Drama'],1998,4.0,0.0,1.0,1.0,[],119336,24525.0
2436,Tea with Mussolini,"['Comedy', 'Drama', 'War']",1999,4.25,0.88,6.0,6.0,[],120857,10368.0
2439,Affliction,['Drama'],1997,3.17,0.76,3.0,3.0,[],118564,31662.0
2442,Hilary and Jackie,['Drama'],1998,3.83,0.29,3.0,3.0,['in netflix queue'],150915,46992.0
2443,Playing by Heart,"['Drama', 'Romance']",1998,3.38,0.88,8.0,8.0,[],145734,825.0
2445,At First Sight,['Drama'],1999,2.69,0.7,8.0,8.0,[],132512,15556.0
2446,In Dreams,"['Horror', 'Thriller']",1999,2.0,0.0,2.0,2.0,[],120710,28902.0
2447,Varsity Blues,"['Comedy', 'Drama']",1999,3.27,1.03,15.0,15.0,[],139699,14709.0
2448,Virus,"['Horror', 'Sci-Fi']",1999,2.67,1.04,3.0,3.0,[],120458,9423.0
2450,Howard the Duck,"['Adventure', 'Comedy', 'Sci-Fi']",1986,2.16,1.25,16.0,16.0,[],91225,10658.0
2451,Gate The,['Horror'],1987,3.0,0.0,1.0,1.0,[],93075,6917.0
2453,Boy Who Could Fly The,"['Drama', 'Fantasy']",1986,2.17,0.76,3.0,3.0,[],90768,24086.0
2454,Fly The,"['Horror', 'Mystery', 'Sci-Fi']",1958,3.38,0.65,13.0,13.0,[],51622,11815.0
2455,Fly The,"['Drama', 'Horror', 'Sci-Fi', 'Thriller']",1986,3.38,0.9,43.0,43.0,[],91064,9426.0
2456,Fly II The,"['Horror', 'Sci-Fi']",1989,2.28,0.97,9.0,9.0,[],97368,10344.0
2457,Running Scared,"['Action', 'Comedy']",1986,3.56,0.98,8.0,8.0,[],91875,15698.0
2458,Armed and Dangerous,"['Comedy', 'Crime']",1986,2.75,0.89,8.0,8.0,[],90660,2620.0
2459,Texas Chainsaw Massacre The,['Horror'],1974,3.27,1.28,13.0,13.0,[],72271,30497.0
2460,Texas Chainsaw Massacre 2 The,['Horror'],1986,2.0,1.0,3.0,3.0,[],92076,16337.0
2462,Texas Chainsaw Massacre The Next Generation aka The Return of the Texas Chainsaw Massacre,['Horror'],1994,3.0,0.0,1.0,1.0,[],110978,16780.0
2463,Ruthless People,['Comedy'],1986,3.32,0.95,14.0,14.0,['kidnapping'],91877,12151.0
2465,Deadly Friend,['Horror'],1986,1.5,0.5,3.0,3.0,[],90917,33278.0
2467,Name of the Rose The Name der Rose Der,"['Crime', 'Drama', 'Mystery', 'Thriller']",1986,3.75,0.75,18.0,18.0,['religion'],91605,192.0
2468,Jumpin Jack Flash,"['Action', 'Comedy', 'Romance', 'Thriller']",1986,2.5,0.76,15.0,15.0,[],91306,10945.0
2469,Peggy Sue Got Married,"['Comedy', 'Drama']",1986,3.21,1.15,7.0,7.0,[],91738,10013.0
2470,Crocodile Dundee,"['Adventure', 'Comedy']",1986,3.18,0.91,57.0,57.0,['australia'],90555,9671.0
2471,Crocodile Dundee II,"['Action', 'Adventure', 'Comedy']",1988,2.48,1.28,24.0,24.0,['australia'],92493,9396.0
2472,Tough Guys,['Comedy'],1986,3.0,1.0,3.0,3.0,[],92105,11038.0
2473,Soul Man,['Comedy'],1986,2.56,0.5,8.0,8.0,[],91991,12278.0
2474,Color of Money The,['Drama'],1986,3.5,0.71,13.0,13.0,[],90863,11873.0
2475,52 Pick-Up,"['Action', 'Mystery', 'Thriller']",1986,3.67,1.53,3.0,3.0,[],90567,18588.0
2476,Heartbreak Ridge,"['Action', 'War']",1986,3.75,0.75,12.0,12.0,[],91187,10015.0
2477,Firewalker,['Adventure'],1986,3.33,1.53,3.0,3.0,[],91055,12715.0
2478,Three Amigos,"['Comedy', 'Western']",1986,3.13,0.94,26.0,26.0,[],92086,8388.0
2481,My Name Is Joe,"['Drama', 'Romance']",1998,4.0,0.0,1.0,1.0,[],151691,8129.0
2482,Still Crazy,"['Comedy', 'Romance']",1998,3.0,0.0,2.0,2.0,[],149151,1618.0
2483,Day of the Beast The Día de la Bestia El,"['Adventure', 'Comedy', 'Thriller']",1995,3.5,0.0,1.0,1.0,[],112922,10722.0
2485,Shes All That,"['Comedy', 'Romance']",1999,2.84,1.04,29.0,29.0,[],160862,10314.0
2488,Peeping Tom,"['Drama', 'Horror', 'Thriller']",1960,3.0,2.29,3.0,3.0,[],54167,11167.0
2490,Payback,"['Action', 'Thriller']",1999,3.42,0.99,45.0,45.0,[],120784,2112.0
2491,Simply Irresistible,"['Comedy', 'Romance']",1999,3.6,1.08,5.0,5.0,['food'],145893,16172.0
2492,20 Dates,"['Comedy', 'Romance']",1998,3.0,1.41,7.0,7.0,[],138987,111794.0
2493,Harmonists The,['Drama'],1997,4.0,0.0,1.0,1.0,[],128133,9524.0
2494,Last Days The,['Documentary'],1998,4.0,0.0,2.0,2.0,"['holocaust', 'hungary']",174852,20595.0
2495,Fantastic Planet The Planète sauvage La,"['Animation', 'Sci-Fi']",1973,4.0,1.32,3.0,3.0,[],70544,16306.0
2496,Blast from the Past,"['Comedy', 'Romance']",1999,3.11,0.88,23.0,23.0,[],124298,11622.0
2497,Message in a Bottle,['Romance'],1999,2.92,1.02,6.0,6.0,[],139462,10207.0
2498,My Favorite Martian,"['Comedy', 'Sci-Fi']",1999,2.1,0.74,5.0,5.0,[],120764,9849.0
2500,Jawbreaker,['Comedy'],1999,2.0,1.12,7.0,7.0,[],155776,18892.0
2501,October Sky,['Drama'],1999,3.75,0.8,30.0,30.0,[],132477,13466.0
2502,Office Space,"['Comedy', 'Crime']",1999,4.09,0.81,94.0,94.0,"['stapler', 'workplace']",151804,1542.0
2503,Apple The Sib,['Drama'],1998,4.0,0.0,1.0,1.0,[],156901,43978.0
2504,200 Cigarettes,"['Comedy', 'Drama']",1999,3.17,0.75,6.0,6.0,[],137338,15256.0
2505,8MM,"['Drama', 'Mystery', 'Thriller']",1999,2.94,0.86,18.0,18.0,['nicolas cage'],134273,8224.0
2506,Other Sister The,"['Comedy', 'Drama', 'Romance']",1999,3.33,1.08,6.0,6.0,['disability'],123209,18417.0
2511,Long Goodbye The,"['Crime', 'Film-Noir']",1973,4.67,0.58,3.0,3.0,[],70334,1847.0
2512,Ballad of Narayama The Narayama bushiko,['Drama'],1983,5.0,0.0,1.0,1.0,[],84390,42113.0
2513,Pet Sematary,['Horror'],1989,2.85,1.16,10.0,10.0,[],98084,8913.0
2514,Pet Sematary II,"['Comedy', 'Horror']",1992,1.83,1.15,3.0,3.0,[],105128,10906.0
2515,Children of the Corn II The Final Sacrifice,['Horror'],1993,1.75,0.35,2.0,2.0,[],106557,25748.0
2516,Children of the Corn III,['Horror'],1994,1.0,0.0,1.0,1.0,[],109415,25749.0
2517,Christine,['Horror'],1983,2.95,1.12,10.0,10.0,['stephen king'],85333,8769.0
2518,Night Shift,['Comedy'],1982,3.05,1.01,10.0,10.0,[],84412,14742.0
2520,Airport,['Drama'],1970,2.17,1.04,3.0,3.0,[],65377,10671.0
2521,Airport 1975,"['Action', 'Drama', 'Thriller']",1974,3.5,0.71,2.0,2.0,[],71110,27932.0
2522,Airport 77,['Drama'],1977,3.25,1.26,4.0,4.0,[],75648,7227.0
2523,Rollercoaster,"['Drama', 'Thriller']",1977,2.5,0.71,2.0,2.0,[],76636,10670.0
2524,Towering Inferno The,"['Action', 'Adventure', 'Drama', 'Thriller']",1974,3.22,1.33,9.0,9.0,[],72308,5919.0
2525,Alligator,"['Action', 'Horror', 'Sci-Fi']",1980,2.0,1.0,3.0,3.0,[],80354,33518.0
2526,Meteor,['Sci-Fi'],1979,1.83,1.26,3.0,3.0,[],79550,40160.0
2527,Westworld,"['Action', 'Sci-Fi', 'Thriller', 'Western']",1973,3.42,0.55,18.0,18.0,[],70909,2362.0
2528,Logans Run,"['Action', 'Adventure', 'Sci-Fi']",1976,3.23,0.74,24.0,24.0,[],74812,10803.0
2529,Planet of the Apes,"['Action', 'Drama', 'Sci-Fi']",1968,3.8,0.86,56.0,56.0,['twist ending'],63442,871.0
2530,Beneath the Planet of the Apes,"['Action', 'Sci-Fi']",1970,2.78,1.2,18.0,18.0,[],65462,1685.0
2531,Battle for the Planet of the Apes,"['Action', 'Sci-Fi']",1973,2.78,1.3,9.0,9.0,[],69768,1705.0
2532,Conquest of the Planet of the Apes,"['Action', 'Sci-Fi']",1972,2.79,1.12,12.0,12.0,[],68408,1688.0
2533,Escape from the Planet of the Apes,"['Action', 'Sci-Fi']",1971,3.0,1.09,15.0,15.0,[],67065,1687.0
2534,Avalanche,['Action'],1978,2.5,1.8,3.0,3.0,[],77189,166680.0
2535,Earthquake,"['Action', 'Drama', 'Thriller']",1974,2.67,0.58,3.0,3.0,[],71455,11123.0
2537,Beyond the Poseidon Adventure,['Adventure'],1979,2.0,1.0,3.0,3.0,[],78856,31638.0
2538,Dancemaker,['Documentary'],1998,1.0,0.0,1.0,1.0,[],175550,113286.0
2539,Analyze This,['Comedy'],1999,3.1,0.83,47.0,47.0,[],122933,9535.0
2540,Corruptor The,"['Action', 'Crime', 'Drama', 'Thriller']",1999,2.5,0.5,3.0,3.0,[],142192,9455.0
2541,Cruel Intentions,['Drama'],1999,3.22,0.95,40.0,40.0,[],139134,796.0
2542,Lock Stock & Two Smoking Barrels,"['Comedy', 'Crime', 'Thriller']",1998,4.05,0.88,67.0,67.0,[],120735,100.0
2544,School of Flesh The École de la chair L,"['Drama', 'Romance']",1998,3.0,0.0,1.0,1.0,[],157208,77936.0
2546,Deep End of the Ocean The,['Drama'],1999,3.25,1.06,2.0,2.0,[],120646,30943.0
2548,Rage Carrie 2 The,['Horror'],1999,1.83,0.41,6.0,6.0,[],144814,7341.0
2549,Wing Commander,"['Action', 'Sci-Fi']",1999,2.92,0.66,6.0,6.0,[],131646,10350.0
2550,Haunting The,"['Horror', 'Thriller']",1963,4.0,0.82,7.0,7.0,['ghosts'],57129,11772.0
2551,Dead Ringers,"['Drama', 'Horror', 'Thriller']",1988,3.69,0.96,8.0,8.0,[],94964,9540.0
2552,My Boyfriends Back,['Comedy'],1993,1.5,0.71,2.0,2.0,[],107626,31503.0
2553,Village of the Damned,"['Horror', 'Sci-Fi', 'Thriller']",1960,3.08,0.92,6.0,6.0,['evil children'],54443,11773.0
2554,Children of the Damned,"['Horror', 'Sci-Fi', 'Thriller']",1963,3.17,1.04,3.0,3.0,['evil children'],56931,30202.0
2555,Baby Geniuses,['Comedy'],1999,1.67,0.58,3.0,3.0,[],118665,22345.0
2557,I Stand Alone Seul contre tous,"['Drama', 'Thriller']",1998,4.5,0.0,1.0,1.0,[],157016,1567.0
2558,Forces of Nature,"['Comedy', 'Romance']",1999,2.33,1.0,9.0,9.0,[],141098,1641.0
2559,King and I The,"['Animation', 'Children']",1999,3.0,0.0,1.0,1.0,[],160429,47288.0
2560,Ravenous,"['Horror', 'Thriller']",1999,3.0,0.96,8.0,8.0,[],129332,10212.0
2561,True Crime,"['Crime', 'Thriller']",1999,2.75,0.5,4.0,4.0,[],139668,10354.0
2563,Dangerous Beauty,['Drama'],1998,4.17,1.04,3.0,3.0,[],118892,8583.0
2565,King and I The,"['Drama', 'Musical', 'Romance']",1956,4.17,0.65,12.0,12.0,['siam'],49408,16520.0
2566,Dougs 1st Movie,"['Animation', 'Children']",1999,2.0,1.41,2.0,2.0,[],187819,16508.0
2567,EDtv,['Comedy'],1999,2.97,0.75,19.0,19.0,[],131369,11374.0
2568,Mod Squad The,"['Action', 'Crime']",1999,3.19,1.41,8.0,8.0,[],120757,16379.0
2570,Walk on the Moon A,"['Drama', 'Romance']",1999,3.2,0.45,5.0,5.0,[],120613,28029.0
2571,Matrix The,"['Action', 'Sci-Fi', 'Thriller']",1999,4.19,0.98,278.0,278.0,"['alternate universe', 'martial arts', 'philosophy', 'scifi', 'post apocalyptic']",133093,603.0
2572,10 Things I Hate About You,"['Comedy', 'Romance']",1999,3.53,1.05,54.0,54.0,['shakespeare sort of'],147800,4951.0
2573,Tango,"['Drama', 'Musical']",1998,1.0,0.0,1.0,1.0,[],120274,65749.0
2574,Out-of-Towners The,['Comedy'],1999,2.0,0.89,6.0,6.0,[],129280,8970.0
2575,Dreamlife of Angels The Vie rêvée des anges La,['Drama'],1998,3.75,0.96,4.0,4.0,[],120449,9840.0
2577,Metroland,"['Comedy', 'Drama']",1997,3.0,0.0,1.0,1.0,[],119665,30950.0
2579,Following,"['Crime', 'Mystery', 'Thriller']",1998,3.83,0.26,6.0,6.0,"['christopher nolan', 'directorial debut', 'not linear', 'mindfuck', 'black and white', 'twist ending']",154506,11660.0
2580,Go,"['Comedy', 'Crime']",1999,3.96,0.81,39.0,39.0,[],139239,9430.0
2581,Never Been Kissed,"['Comedy', 'Romance']",1999,2.96,1.08,36.0,36.0,['high school'],151738,11355.0
2582,Twin Dragons Shuang long hui,"['Action', 'Comedy']",1992,3.0,1.8,3.0,3.0,[],105399,18764.0
2583,Cookies Fortune,"['Comedy', 'Drama']",1999,3.88,0.96,12.0,12.0,['southern us'],126250,9465.0
2585,Lovers of the Arctic Circle The Los Amantes del Círculo Polar,"['Drama', 'Romance']",1998,4.25,0.35,2.0,2.0,[],133363,1414.0
2586,Goodbye Lover,"['Comedy', 'Crime', 'Thriller']",1999,1.75,1.77,2.0,2.0,[],119219,49981.0
2587,Life,"['Comedy', 'Crime', 'Drama']",1999,3.25,0.96,4.0,4.0,[],123964,6522.0
2589,Friends & Lovers,"['Comedy', 'Drama', 'Romance']",1999,3.5,0.0,1.0,1.0,[],143261,114719.0
2590,Hideous Kinky,['Drama'],1998,2.5,0.0,1.0,1.0,[],136244,10209.0
2593,Monster The Mostro Il,['Comedy'],1994,3.38,0.48,4.0,4.0,[],110570,22826.0
2594,Open Your Eyes Abre los ojos,"['Drama', 'Romance', 'Sci-Fi', 'Thriller']",1997,3.75,0.75,10.0,10.0,[],125659,1902.0
2596,SLC Punk,"['Comedy', 'Drama']",1998,3.79,0.86,12.0,12.0,[],133189,6396.0
2597,Lost & Found,"['Comedy', 'Romance']",1999,2.75,0.35,2.0,2.0,[],120836,39964.0
2598,Pushing Tin,['Comedy'],1999,2.84,1.04,25.0,25.0,['golfing'],120797,12596.0
2599,Election,['Comedy'],1999,3.66,1.07,56.0,56.0,[],126886,9451.0
2600,eXistenZ,"['Action', 'Sci-Fi', 'Thriller']",1999,3.86,0.8,22.0,22.0,['virtual reality'],120907,1946.0
2605,Entrapment,"['Crime', 'Thriller']",1999,2.99,0.94,43.0,43.0,[],137494,1844.0
2606,Idle Hands,"['Comedy', 'Horror']",1999,2.57,0.92,15.0,15.0,[],138510,6552.0
2607,Get Real,"['Drama', 'Romance']",1998,4.0,0.71,2.0,2.0,[],162973,24584.0
2609,King of Masks The Bian Lian,['Drama'],1996,4.0,0.0,1.0,1.0,[],115669,25471.0
2611,Winslow Boy The,['Drama'],1999,3.0,0.0,1.0,1.0,[],155388,28519.0
2612,Mildred Pierce,"['Drama', 'Film-Noir']",1945,4.0,0.0,1.0,1.0,['motherhood'],37913,3309.0
2613,Night of the Comet,"['Comedy', 'Horror', 'Sci-Fi']",1984,2.88,1.36,8.0,8.0,[],87799,18462.0
2614,Chopping Mall aka Killbots,"['Action', 'Horror', 'Sci-Fi']",1986,1.0,0.0,2.0,2.0,[],90837,28941.0
2615,My Science Project,"['Adventure', 'Sci-Fi']",1985,2.88,1.18,4.0,4.0,[],89652,18252.0
2616,Dick Tracy,"['Action', 'Crime']",1990,2.88,1.06,26.0,26.0,['comic book'],99422,8592.0
2617,Mummy The,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Horror', 'Thriller']",1999,3.12,1.14,87.0,87.0,[],120616,564.0
2618,Castle The,['Comedy'],1997,3.4,0.42,5.0,5.0,[],118826,13852.0
2620,This Is My Father,"['Drama', 'Romance']",1998,3.0,0.0,1.0,1.0,[],120865,25232.0
2622,William Shakespeares A Midsummer Nights Dream,"['Comedy', 'Fantasy']",1999,3.14,0.71,11.0,11.0,[],140379,10210.0
2623,Trippin,['Comedy'],1999,1.0,0.0,1.0,1.0,[],160298,53862.0
2624,After Life Wandafuru raifu,"['Drama', 'Fantasy']",1998,4.25,1.06,2.0,2.0,[],165078,17962.0
2625,Black Mask Hak hap,"['Action', 'Adventure', 'Crime', 'Sci-Fi', 'Thriller']",1996,2.5,1.41,2.0,2.0,[],115693,9460.0
2628,Star Wars Episode I - The Phantom Menace,"['Action', 'Adventure', 'Sci-Fi']",1999,3.11,1.12,140.0,140.0,"['the force', 'prequel']",120915,1893.0
2629,Love Letter The,"['Comedy', 'Romance']",1999,2.5,0.71,2.0,2.0,[],166252,31342.0
2630,Besieged aka L Assedio,['Drama'],1998,3.5,0.71,2.0,2.0,[],149723,44297.0
2632,Saragossa Manuscript The Rekopis znaleziony w Saragossie,"['Adventure', 'Drama', 'Mystery']",1965,4.0,0.0,1.0,1.0,[],59643,8785.0
2633,Mummy The,"['Horror', 'Romance']",1932,3.33,1.15,3.0,3.0,[],23245,15849.0
2634,Mummy The,['Horror'],1959,3.33,0.58,3.0,3.0,[],53085,18990.0
2639,Mommie Dearest,['Drama'],1981,3.12,0.63,4.0,4.0,[],82766,15660.0
2640,Superman,"['Action', 'Adventure', 'Sci-Fi']",1978,3.61,0.82,61.0,61.0,['superhero'],78346,1924.0
2641,Superman II,"['Action', 'Sci-Fi']",1980,3.02,0.89,49.0,49.0,['superhero'],81573,8536.0
2642,Superman III,"['Action', 'Adventure', 'Sci-Fi']",1983,2.25,0.88,22.0,22.0,['superhero'],86393,9531.0
2643,Superman IV The Quest for Peace,"['Action', 'Adventure', 'Sci-Fi']",1987,1.69,0.63,16.0,16.0,[],94074,11411.0
2644,Dracula,['Horror'],1931,3.33,0.56,9.0,9.0,[],21814,138.0
2648,Frankenstein,"['Drama', 'Horror', 'Sci-Fi']",1931,3.91,0.94,11.0,11.0,['in netflix queue'],21884,3035.0
2651,Frankenstein Meets the Wolf Man,['Horror'],1943,1.0,0.0,1.0,1.0,[],35899,3076.0
2652,Curse of Frankenstein The,['Horror'],1957,3.0,0.0,1.0,1.0,[],50280,3079.0
2654,Wolf Man The,"['Drama', 'Fantasy', 'Horror']",1941,3.6,1.19,5.0,5.0,[],34398,13666.0
2655,Howling II Your Sister Is a Werewolf,['Horror'],1985,2.0,0.0,1.0,1.0,[],89308,29794.0
2656,Tarantula,"['Horror', 'Sci-Fi']",1955,3.0,0.0,1.0,1.0,[],48696,9077.0
2657,Rocky Horror Picture Show The,"['Comedy', 'Horror', 'Musical', 'Sci-Fi']",1975,3.34,1.11,63.0,63.0,[],73629,36685.0
2659,It Came from Hollywood,"['Comedy', 'Documentary']",1982,2.0,0.0,1.0,1.0,[],84156,30168.0
2660,Thing from Another World The,"['Horror', 'Sci-Fi']",1951,3.5,0.41,4.0,4.0,['aliens'],44121,10785.0
2661,It Came from Outer Space,['Sci-Fi'],1953,3.0,0.0,1.0,1.0,[],45920,19483.0
2662,War of the Worlds The,"['Action', 'Drama', 'Sci-Fi']",1953,3.17,0.86,12.0,12.0,['classic'],46534,8974.0
2664,Invasion of the Body Snatchers,"['Horror', 'Sci-Fi', 'Thriller']",1956,3.77,0.7,13.0,13.0,['1950s'],49366,11549.0
2665,Earth vs the Flying Saucers,['Sci-Fi'],1956,1.0,0.0,1.0,1.0,[],49169,18158.0
2668,Swamp Thing,"['Horror', 'Sci-Fi']",1982,2.94,0.73,8.0,8.0,[],84745,17918.0
2669,Pork Chop Hill,['War'],1959,3.5,0.71,2.0,2.0,[],53183,37305.0
2670,Run Silent Run Deep,['War'],1958,3.6,0.89,5.0,5.0,[],52151,18784.0
2671,Notting Hill,"['Comedy', 'Romance']",1999,3.46,1.05,56.0,56.0,[],125439,509.0
2672,Thirteenth Floor The,"['Drama', 'Sci-Fi', 'Thriller']",1999,2.96,1.12,12.0,12.0,[],139809,1090.0
2674,Loss of Sexual Innocence The,"['Drama', 'Fantasy']",1999,2.25,1.06,2.0,2.0,[],126859,15059.0
2676,Instinct,"['Drama', 'Thriller']",1999,3.17,1.21,6.0,6.0,[],128278,12117.0
2677,Buena Vista Social Club,"['Documentary', 'Musical']",1999,4.38,0.48,4.0,4.0,['in netflix queue'],186508,11779.0
2681,Free Enterprise,"['Comedy', 'Romance', 'Sci-Fi']",1998,3.0,0.5,3.0,3.0,[],141105,13533.0
2682,Limbo,['Drama'],1999,4.0,0.0,3.0,3.0,[],164085,62676.0
2683,Austin Powers The Spy Who Shagged Me,"['Action', 'Adventure', 'Comedy']",1999,3.2,1.22,121.0,121.0,[],145660,817.0
2686,Red Violin The Violon rouge Le,"['Drama', 'Mystery']",1998,4.03,0.7,19.0,19.0,[],120802,14283.0
2687,Tarzan,"['Adventure', 'Animation', 'Children', 'Drama']",1999,3.46,0.99,24.0,24.0,[],120855,37135.0
2688,Generals Daughter The,"['Crime', 'Drama', 'Mystery', 'Thriller']",1999,2.93,1.0,15.0,15.0,[],144214,2275.0
2690,Ideal Husband An,"['Comedy', 'Romance']",1999,3.7,0.82,10.0,10.0,[],122541,24137.0
2691,Legend of 1900 The aka The Legend of the Pianist on the Ocean Leggenda del pianista sulloceano,['Drama'],1998,3.67,1.04,3.0,3.0,[],120731,10376.0
2692,Run Lola Run Lola rennt,"['Action', 'Crime']",1998,4.0,0.65,75.0,75.0,['alternate endings'],130827,104.0
2693,Trekkies,['Documentary'],1997,3.38,1.6,4.0,4.0,['star trek'],120370,15800.0
2694,Big Daddy,['Comedy'],1999,3.2,0.93,48.0,48.0,['adam sandler'],142342,9032.0
2695,Boys The,['Drama'],1998,2.0,0.0,1.0,1.0,[],139898,13821.0
2696,Dinner Game The Dîner de cons Le,['Comedy'],1998,4.33,0.58,3.0,3.0,[],119038,9421.0
2697,My Son the Fanatic,"['Comedy', 'Drama', 'Romance']",1997,3.5,0.0,1.0,1.0,[],119743,55955.0
2698,Zone 39,['Sci-Fi'],1997,2.0,0.0,1.0,1.0,[],120554,67067.0
2699,Arachnophobia,"['Comedy', 'Horror']",1990,2.81,0.95,53.0,53.0,['spiders'],99052,6488.0
2700,South Park Bigger Longer and Uncut,"['Animation', 'Comedy', 'Musical']",1999,3.86,1.01,76.0,76.0,"['trey parker', 'parody', 'controversial', 'crude humor', 'satire', 'adult humor', 'free speech', 'south park']",158983,9473.0
2701,Wild Wild West,"['Action', 'Comedy', 'Sci-Fi', 'Western']",1999,2.21,0.98,53.0,53.0,[],120891,8487.0
2702,Summer of Sam,['Drama'],1999,3.4,1.06,15.0,15.0,[],162677,10279.0
2706,American Pie,"['Comedy', 'Romance']",1999,3.38,1.04,103.0,103.0,"['chris klein', 'jason biggs', 'teen', 'pizza beer', 'best comedy', 'seann william scott', 'not funny', 'dumb']",163651,2105.0
2707,Arlington Road,['Thriller'],1999,3.27,0.96,22.0,22.0,[],137363,1073.0
2708,Autumn Tale An Conte dautomne,['Romance'],1998,4.0,0.0,3.0,3.0,[],137439,10239.0
2709,Muppets From Space,"['Children', 'Comedy']",1999,3.17,1.22,9.0,9.0,[],158811,10208.0
2710,Blair Witch Project The,"['Drama', 'Horror', 'Thriller']",1999,2.8,1.37,64.0,64.0,"['video', 'claims to be true']",185937,2667.0
2712,Eyes Wide Shut,"['Drama', 'Mystery', 'Thriller']",1999,3.46,1.11,53.0,53.0,['sexuality'],120663,345.0
2713,Lake Placid,"['Horror', 'Thriller']",1999,2.67,0.91,12.0,12.0,[],139414,9825.0
2716,Ghostbusters aka Ghost Busters,"['Action', 'Comedy', 'Sci-Fi']",1984,3.78,0.86,120.0,120.0,['ghosts'],87332,620.0
2717,Ghostbusters II,"['Comedy', 'Fantasy', 'Sci-Fi']",1989,3.0,0.88,47.0,47.0,['ghosts'],97428,2978.0
2718,Drop Dead Gorgeous,['Comedy'],1999,3.2,0.82,10.0,10.0,[],157503,10490.0
2719,Haunting The,"['Horror', 'Thriller']",1999,2.12,0.85,13.0,13.0,['remake'],171363,11618.0
2720,Inspector Gadget,"['Action', 'Adventure', 'Children', 'Comedy']",1999,2.1,1.17,21.0,21.0,[],141369,332.0
2722,Deep Blue Sea,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",1999,2.78,0.98,29.0,29.0,[],149261,8914.0
2723,Mystery Men,"['Action', 'Comedy', 'Fantasy']",1999,3.09,1.07,39.0,39.0,['superhero'],132347,9824.0
2724,Runaway Bride,"['Comedy', 'Romance']",1999,2.83,1.05,42.0,42.0,[],163187,4806.0
2725,Twin Falls Idaho,['Drama'],1999,2.0,0.0,1.0,1.0,[],162830,33430.0
2726,Killing The,"['Crime', 'Film-Noir']",1956,4.06,0.53,9.0,9.0,['heist'],49406,247.0
2727,Killers Kiss,"['Crime', 'Film-Noir']",1955,3.0,0.0,1.0,1.0,[],48254,10056.0
2728,Spartacus,"['Action', 'Drama', 'Romance', 'War']",1960,3.58,0.76,13.0,13.0,"['crucifixion', 'slavery', 'rome']",54331,967.0
2729,Lolita,"['Drama', 'Romance']",1962,3.5,0.5,7.0,7.0,[],56193,802.0
2730,Barry Lyndon,"['Drama', 'Romance', 'War']",1975,3.71,0.99,7.0,7.0,[],72684,3175.0
2731,400 Blows The Les quatre cents coups,"['Crime', 'Drama']",1959,4.0,0.77,12.0,12.0,"['gentle', 'heartwarming', 'reflective', 'emotional', 'lyrical']",53198,147.0
2732,Jules and Jim Jules et Jim,"['Drama', 'Romance']",1961,4.5,0.5,5.0,5.0,[],55032,1628.0
2733,Vibes,"['Adventure', 'Comedy', 'Romance']",1988,2.0,0.0,2.0,2.0,[],96378,21185.0
2734,Mosquito Coast The,"['Adventure', 'Drama', 'Thriller']",1986,3.25,0.59,10.0,10.0,[],91557,11120.0
2735,Golden Child The,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Mystery']",1986,2.72,1.05,16.0,16.0,[],91129,10136.0
2736,Brighton Beach Memoirs,['Comedy'],1986,3.6,0.55,5.0,5.0,[],90774,32060.0
