movie_id,chunk_id,chunk_text,embedding_id,global_id
2099,1,"Genres: Adventure, Animation, Children, Musical",1562,6750
2099,2,Average rating: 3.4/5.0 from 6 ratings,1562,6751
2099,3,Release year: 1946,1562,6752
2100,0,Title: Splash,1563,6753
2100,1,"Genres: Comedy, Fantasy, Romance",1563,6754
2100,2,Average rating: 3.1/5.0 from 51 ratings,1563,6755
2100,3,Tags: mermaid,1563,6756
2100,4,Release year: 1984,1563,6757
2102,0,Title: Steamboat Willie,1564,6758
2102,1,"Genres: Animation, Children, Comedy, Musical",1564,6759
2102,2,Average rating: 2.3/5.0 from 3 ratings,1564,6760
2102,3,Release year: 1928,1564,6761
2103,0,Title: Tall Tale,1565,6762
2103,1,"Genres: Adventure, Children, Fantasy, Western",1565,6763
2103,2,Average rating: 2.5/5.0 from 3 ratings,1565,6764
2103,3,Release year: 1995,1565,6765
2104,0,Title: Tex,1566,6766
2104,1,Genres: Drama,1566,6767
2104,2,Average rating: 4.0/5.0 from 1 ratings,1566,6768
2104,3,Release year: 1982,1566,6769
2105,0,Title: Tron,1567,6770
2105,1,"Genres: Action, Adventure, Sci-Fi",1567,6771
2105,2,Average rating: 3.3/5.0 from 50 ratings,1567,6772
2105,3,Release year: 1982,1567,6773
2106,0,Title: Swing Kids,1568,6774
2106,1,"Genres: Drama, War",1568,6775
2106,2,Average rating: 3.7/5.0 from 5 ratings,1568,6776
2106,3,Release year: 1993,1568,6777
2107,0,Title: Halloween H20 20 Years Later Halloween 7 The Revenge of Laurie Strode,1569,6778
2107,1,"Genres: Horror, Thriller",1569,6779
2107,2,Average rating: 3.0/5.0 from 3 ratings,1569,6780
2107,3,Release year: 1998,1569,6781
2108,0,Title: LA Story,1570,6782
2108,1,"Genres: Comedy, Romance",1570,6783
2108,2,Average rating: 3.5/5.0 from 24 ratings,1570,6784
2108,3,Tags: weather forecaster,1570,6785
2108,4,Release year: 1991,1570,6786
2109,0,Title: Jerk The,1571,6787
2109,1,Genres: Comedy,1571,6788
2109,2,Average rating: 3.4/5.0 from 27 ratings,1571,6789
2109,3,Release year: 1979,1571,6790
2110,0,Title: Dead Men Dont Wear Plaid,1572,6791
2110,1,"Genres: Comedy, Crime, Thriller",1572,6792
2110,2,Average rating: 3.3/5.0 from 18 ratings,1572,6793
2110,3,Release year: 1982,1572,6794
2111,0,Title: Man with Two Brains The,1573,6795
2111,1,Genres: Comedy,1573,6796
2111,2,Average rating: 3.2/5.0 from 10 ratings,1573,6797
2111,3,Release year: 1983,1573,6798
2112,0,Title: Grand Canyon,1574,6799
2112,1,"Genres: Crime, Drama",1574,6800
2112,2,Average rating: 3.2/5.0 from 8 ratings,1574,6801
2112,3,Release year: 1991,1574,6802
2114,0,Title: Outsiders The,1575,6803
2114,1,Genres: Drama,1575,6804
2114,2,Average rating: 3.7/5.0 from 16 ratings,1575,6805
2114,3,Tags: se hinton,1575,6806
2114,4,Release year: 1983,1575,6807
2115,0,Title: Indiana Jones and the Temple of Doom,1576,6808
2115,1,"Genres: Action, Adventure, Fantasy",1576,6809
2115,2,Average rating: 3.6/5.0 from 108 ratings,1576,6810
2115,3,Tags: archaeology,1576,6811
2115,4,Release year: 1984,1576,6812
2116,0,Title: Lord of the Rings The,1577,6813
2116,1,"Genres: Adventure, Animation, Children, Fantasy",1577,6814
2116,2,Average rating: 3.1/5.0 from 15 ratings,1577,6815
2116,3,"Tags: classic, tolkein",1577,6816
2116,4,Release year: 1978,1577,6817
2117,0,Title: 1984 Nineteen Eighty-Four,1578,6818
2117,1,"Genres: Drama, Sci-Fi",1578,6819
2117,2,Average rating: 3.7/5.0 from 14 ratings,1578,6820
2117,3,Release year: 1984,1578,6821
2118,0,Title: Dead Zone The,1579,6822
2118,1,Genres: Thriller,1579,6823
2118,2,Average rating: 3.7/5.0 from 15 ratings,1579,6824
2118,3,Tags: stephen king,1579,6825
2118,4,Release year: 1983,1579,6826
2119,0,Title: Maximum Overdrive,1580,6827
2119,1,Genres: Horror,1580,6828
2119,2,Average rating: 1.3/5.0 from 3 ratings,1580,6829
2119,3,Release year: 1986,1580,6830
2120,0,Title: Needful Things,1581,6831
2120,1,"Genres: Drama, Horror",1581,6832
2120,2,Average rating: 2.0/5.0 from 4 ratings,1581,6833
2120,3,Release year: 1993,1581,6834
2121,0,Title: Cujo,1582,6835
2121,1,"Genres: Horror, Thriller",1582,6836
2121,2,Average rating: 2.2/5.0 from 7 ratings,1582,6837
2121,3,Tags: stephen king,1582,6838
2121,4,Release year: 1983,1582,6839
2122,0,Title: Children of the Corn,1583,6840
2122,1,"Genres: Horror, Thriller",1583,6841
2122,2,Average rating: 2.5/5.0 from 11 ratings,1583,6842
2122,3,Tags: stephen king,1583,6843
2122,4,Release year: 1984,1583,6844
2123,0,Title: All Dogs Go to Heaven,1584,6845
2123,1,"Genres: Animation, Children, Comedy, Drama, Fantasy",1584,6846
2123,2,Average rating: 2.7/5.0 from 15 ratings,1584,6847
2123,3,Release year: 1989,1584,6848
2124,0,Title: Addams Family The,1585,6849
2124,1,"Genres: Children, Comedy, Fantasy",1585,6850
2124,2,Average rating: 3.3/5.0 from 38 ratings,1585,6851
2124,3,"Tags: christina ricci, gothic, christopher lloyd, quirky, family, black comedy",1585,6852
2124,4,Release year: 1991,1585,6853
2125,0,Title: Ever After A Cinderella Story,1586,6854
2125,1,"Genres: Comedy, Drama, Romance",1586,6855
2125,2,Average rating: 3.6/5.0 from 21 ratings,1586,6856
2125,3,Release year: 1998,1586,6857
2126,0,Title: Snake Eyes,1587,6858
2126,1,"Genres: Action, Crime, Mystery, Thriller",1587,6859
2126,2,Average rating: 2.8/5.0 from 15 ratings,1587,6860
2126,3,Release year: 1998,1587,6861
2130,0,Title: Atlantic City,1588,6862
2130,1,"Genres: Crime, Drama, Romance",1588,6863
2130,2,Average rating: 3.7/5.0 from 8 ratings,1588,6864
2130,3,Release year: 1980,1588,6865
2131,0,Title: Autumn Sonata Höstsonaten,1589,6866
2131,1,Genres: Drama,1589,6867
2131,2,Average rating: 4.6/5.0 from 4 ratings,1589,6868
2131,3,Release year: 1978,1589,6869
2132,0,Title: Whos Afraid of Virginia Woolf,1590,6870
2132,1,Genres: Drama,1590,6871
2132,2,Average rating: 4.1/5.0 from 7 ratings,1590,6872
2132,3,Release year: 1966,1590,6873
2133,0,Title: Adventures in Babysitting,1591,6874
2133,1,"Genres: Adventure, Comedy",1591,6875
2133,2,Average rating: 3.3/5.0 from 20 ratings,1591,6876
2133,3,Release year: 1987,1591,6877
2134,0,Title: Weird Science,1592,6878
2134,1,"Genres: Comedy, Fantasy, Sci-Fi",1592,6879
2134,2,Average rating: 3.1/5.0 from 22 ratings,1592,6880
2134,3,Release year: 1985,1592,6881
2135,0,Title: Doctor Dolittle,1593,6882
2135,1,"Genres: Adventure, Children, Musical",1593,6883
2135,2,Average rating: 3.8/5.0 from 11 ratings,1593,6884
2135,3,Release year: 1967,1593,6885
2136,0,Title: Nutty Professor The,1594,6886
2136,1,"Genres: Comedy, Sci-Fi",1594,6887
2136,2,Average rating: 2.5/5.0 from 14 ratings,1594,6888
2136,3,Release year: 1963,1594,6889
2137,0,Title: Charlottes Web,1595,6890
2137,1,"Genres: Animation, Children",1595,6891
2137,2,Average rating: 3.5/5.0 from 21 ratings,1595,6892
2137,3,Release year: 1973,1595,6893
2138,0,Title: Watership Down,1596,6894
2138,1,"Genres: Adventure, Animation, Children, Drama, Fantasy",1596,6895
2138,2,Average rating: 4.0/5.0 from 10 ratings,1596,6896
2138,3,"Tags: beautiful, atmospheric",1596,6897
2138,4,Release year: 1978,1596,6898
2139,0,Title: Secret of NIMH The,1597,6899
2139,1,"Genres: Adventure, Animation, Children, Drama",1597,6900
2139,2,Average rating: 3.5/5.0 from 21 ratings,1597,6901
2139,3,Tags: mice,1597,6902
2139,4,Release year: 1982,1597,6903
2140,0,Title: Dark Crystal The,1598,6904
2140,1,"Genres: Adventure, Fantasy",1598,6905
2140,2,Average rating: 3.5/5.0 from 34 ratings,1598,6906
2140,3,Release year: 1982,1598,6907
2141,0,Title: American Tail An,1599,6908
2141,1,"Genres: Adventure, Animation, Children, Comedy",1599,6909
2141,2,Average rating: 3.2/5.0 from 18 ratings,1599,6910
2141,3,Release year: 1986,1599,6911
2142,0,Title: American Tail Fievel Goes West An,1600,6912
2142,1,"Genres: Adventure, Animation, Children, Musical, Western",1600,6913
2142,2,Average rating: 2.7/5.0 from 10 ratings,1600,6914
2142,3,Release year: 1991,1600,6915
2143,0,Title: Legend,1601,6916
2143,1,"Genres: Adventure, Fantasy, Romance",1601,6917
2143,2,Average rating: 3.1/5.0 from 13 ratings,1601,6918
2143,3,Release year: 1985,1601,6919
2144,0,Title: Sixteen Candles,1602,6920
2144,1,"Genres: Comedy, Romance",1602,6921
2144,2,Average rating: 3.6/5.0 from 49 ratings,1602,6922
2144,3,Release year: 1984,1602,6923
2145,0,Title: Pretty in Pink,1603,6924
2145,1,"Genres: Comedy, Drama, Romance",1603,6925
2145,2,Average rating: 3.2/5.0 from 33 ratings,1603,6926
2145,3,"Tags: high school, 1980s",1603,6927
2145,4,Release year: 1986,1603,6928
2146,0,Title: St Elmos Fire,1604,6929
2146,1,"Genres: Drama, Romance",1604,6930
2146,2,Average rating: 3.2/5.0 from 16 ratings,1604,6931
2146,3,Tags: postcollege,1604,6932
2146,4,Release year: 1985,1604,6933
2147,0,Title: Clan of the Cave Bear The,1605,6934
2147,1,"Genres: Adventure, Drama, Fantasy",1605,6935
2147,2,Average rating: 2.7/5.0 from 3 ratings,1605,6936
2147,3,Release year: 1986,1605,6937
2148,0,Title: House,1606,6938
2148,1,"Genres: Comedy, Fantasy, Horror",1606,6939
2148,2,Average rating: 3.1/5.0 from 9 ratings,1606,6940
2148,3,Release year: 1986,1606,6941
2149,0,Title: House II The Second Story,1607,6942
2149,1,"Genres: Comedy, Fantasy, Horror",1607,6943
2149,2,Average rating: 1.8/5.0 from 4 ratings,1607,6944
2149,3,Release year: 1987,1607,6945
2150,0,Title: Gods Must Be Crazy The,1608,6946
2150,1,"Genres: Adventure, Comedy",1608,6947
2150,2,Average rating: 3.9/5.0 from 28 ratings,1608,6948
2150,3,Release year: 1980,1608,6949
2151,0,Title: Gods Must Be Crazy II The,1609,6950
2151,1,Genres: Comedy,1609,6951
2151,2,Average rating: 3.8/5.0 from 6 ratings,1609,6952
2151,3,Release year: 1989,1609,6953
2152,0,Title: Air Bud Golden Receiver,1610,6954
2152,1,"Genres: Children, Comedy",1610,6955
2152,2,Average rating: 2.0/5.0 from 3 ratings,1610,6956
2152,3,Release year: 1998,1610,6957
2153,0,Title: Avengers The,1611,6958
2153,1,"Genres: Action, Adventure",1611,6959
2153,2,Average rating: 2.3/5.0 from 11 ratings,1611,6960
2153,3,Release year: 1998,1611,6961
2154,0,Title: How Stella Got Her Groove Back,1612,6962
2154,1,"Genres: Drama, Romance",1612,6963
2154,2,Average rating: 1.8/5.0 from 2 ratings,1612,6964
2154,3,Release year: 1998,1612,6965
2155,0,Title: Slums of Beverly Hills The,1613,6966
2155,1,"Genres: Comedy, Drama",1613,6967
2155,2,Average rating: 3.6/5.0 from 8 ratings,1613,6968
2155,3,Release year: 1998,1613,6969
2156,0,Title: Best Man The Testimone dello sposo Il,1614,6970
2156,1,"Genres: Comedy, Drama, Romance",1614,6971
2156,2,Average rating: 4.0/5.0 from 1 ratings,1614,6972
2156,3,Release year: 1998,1614,6973
2159,0,Title: Henry Portrait of a Serial Killer,1615,6974
2159,1,"Genres: Crime, Horror, Thriller",1615,6975
2159,2,Average rating: 3.9/5.0 from 7 ratings,1615,6976
2159,3,Release year: 1986,1615,6977
2160,0,Title: Rosemarys Baby,1616,6978
2160,1,"Genres: Drama, Horror, Thriller",1616,6979
2160,2,Average rating: 4.2/5.0 from 32 ratings,1616,6980
2160,3,"Tags: suspense, atmospheric, paranoia, creepy, demons, scary",1616,6981
2160,4,Release year: 1968,1616,6982
2161,0,Title: NeverEnding Story The,1617,6983
2161,1,"Genres: Adventure, Children, Fantasy",1617,6984
2161,2,Average rating: 3.6/5.0 from 43 ratings,1617,6985
2161,3,Release year: 1984,1617,6986
2162,0,Title: NeverEnding Story II The Next Chapter The,1618,6987
2162,1,"Genres: Adventure, Children, Fantasy",1618,6988
2162,2,Average rating: 2.5/5.0 from 8 ratings,1618,6989
2162,3,Release year: 1990,1618,6990
2163,0,Title: Attack of the Killer Tomatoes,1619,6991
2163,1,"Genres: Comedy, Horror",1619,6992
2163,2,Average rating: 2.2/5.0 from 5 ratings,1619,6993
2163,3,Release year: 1978,1619,6994
2164,0,Title: Surf Nazis Must Die,1620,6995
2164,1,"Genres: Action, Comedy, Drama, Horror",1620,6996
2164,2,Average rating: 1.0/5.0 from 1 ratings,1620,6997
2164,3,Release year: 1987,1620,6998
2165,0,Title: Your Friends and Neighbors,1621,6999
2165,1,"Genres: Comedy, Drama",1621,7000
2165,2,Average rating: 3.5/5.0 from 2 ratings,1621,7001
2165,3,Release year: 1998,1621,7002
2166,0,Title: Return to Paradise,1622,7003
2166,1,"Genres: Crime, Drama, Romance, Thriller",1622,7004
2166,2,Average rating: 2.5/5.0 from 4 ratings,1622,7005
2166,3,Release year: 1998,1622,7006
2167,0,Title: Blade,1623,7007
2167,1,"Genres: Action, Horror, Thriller",1623,7008
2167,2,Average rating: 3.4/5.0 from 58 ratings,1623,7009
2167,3,Tags: vampires,1623,7010
2167,4,Release year: 1998,1623,7011
2169,0,Title: Dead Man on Campus,1624,7012
2169,1,Genres: Comedy,1624,7013
2169,2,Average rating: 2.3/5.0 from 7 ratings,1624,7014
2169,3,Release year: 1998,1624,7015
2170,0,Title: Wrongfully Accused,1625,7016
2170,1,"Genres: Action, Comedy",1625,7017
2170,2,Average rating: 2.4/5.0 from 5 ratings,1625,7018
2170,3,Release year: 1998,1625,7019
2171,0,Title: Next Stop Wonderland,1626,7020
2171,1,"Genres: Comedy, Drama, Romance",1626,7021
2171,2,Average rating: 3.3/5.0 from 8 ratings,1626,7022
2171,3,"Tags: aquarium, boston, personals ads",1626,7023
2171,4,Release year: 1998,1626,7024
2172,0,Title: Strike aka All I Wanna Do The Hairy Bird,1627,7025
2172,1,"Genres: Comedy, Drama",1627,7026
2172,2,Average rating: 3.0/5.0 from 1 ratings,1627,7027
2172,3,Release year: 1998,1627,7028
2174,0,Title: Beetlejuice,1628,7029
2174,1,"Genres: Comedy, Fantasy",1628,7030
2174,2,Average rating: 3.5/5.0 from 91 ratings,1628,7031
2174,3,Release year: 1988,1628,7032
2175,0,Title: Déjà Vu,1629,7033
2175,1,"Genres: Drama, Romance",1629,7034
2175,2,Average rating: 4.5/5.0 from 1 ratings,1629,7035
2175,3,Release year: 1997,1629,7036
2176,0,Title: Rope,1630,7037
2176,1,"Genres: Crime, Drama, Thriller",1630,7038
2176,2,Average rating: 3.9/5.0 from 10 ratings,1630,7039
2176,3,Release year: 1948,1630,7040
2177,0,Title: Family Plot,1631,7041
2177,1,"Genres: Comedy, Thriller",1631,7042
2177,2,Average rating: 3.2/5.0 from 3 ratings,1631,7043
2177,3,Release year: 1976,1631,7044
2178,0,Title: Frenzy,1632,7045
2178,1,Genres: Thriller,1632,7046
2178,2,Average rating: 3.5/5.0 from 2 ratings,1632,7047
2178,3,Release year: 1972,1632,7048
2179,0,Title: Topaz,1633,7049
2179,1,Genres: Thriller,1633,7050
2179,2,Average rating: 3.0/5.0 from 1 ratings,1633,7051
2179,3,Release year: 1969,1633,7052
2180,0,Title: Torn Curtain,1634,7053
2180,1,Genres: Thriller,1634,7054
2180,2,Average rating: 3.5/5.0 from 1 ratings,1634,7055
2180,3,Release year: 1966,1634,7056
2181,0,Title: Marnie,1635,7057
2181,1,"Genres: Drama, Mystery, Romance, Thriller",1635,7058
2181,2,Average rating: 3.6/5.0 from 4 ratings,1635,7059
2181,3,Release year: 1964,1635,7060
2182,0,Title: Wrong Man The,1636,7061
2182,1,"Genres: Drama, Film-Noir, Thriller",1636,7062
2182,2,Average rating: 2.9/5.0 from 4 ratings,1636,7063
2182,3,Release year: 1956,1636,7064
2183,0,Title: Man Who Knew Too Much The,1637,7065
2183,1,"Genres: Adventure, Drama, Mystery, Thriller",1637,7066
2183,2,Average rating: 3.6/5.0 from 9 ratings,1637,7067
2183,3,Release year: 1956,1637,7068
2184,0,Title: Trouble with Harry The,1638,7069
2184,1,"Genres: Comedy, Mystery",1638,7070
2184,2,Average rating: 3.4/5.0 from 6 ratings,1638,7071
2184,3,Release year: 1955,1638,7072
2185,0,Title: I Confess,1639,7073
2185,1,Genres: Thriller,1639,7074
2185,2,Average rating: 4.0/5.0 from 2 ratings,1639,7075
2185,3,Release year: 1953,1639,7076
2186,0,Title: Strangers on a Train,1640,7077
2186,1,"Genres: Crime, Drama, Film-Noir, Thriller",1640,7078
2186,2,Average rating: 4.0/5.0 from 25 ratings,1640,7079
2186,3,Tags: murder,1640,7080
2186,4,Release year: 1951,1640,7081
2187,0,Title: Stage Fright,1641,7082
2187,1,"Genres: Mystery, Romance, Thriller",1641,7083
2187,2,Average rating: 3.5/5.0 from 2 ratings,1641,7084
2187,3,Tags: theater,1641,7085
2187,4,Release year: 1950,1641,7086
2188,0,Title: 54,1642,7087
2188,1,Genres: Drama,1642,7088
2188,2,Average rating: 2.0/5.0 from 5 ratings,1642,7089
2188,3,Release year: 1998,1642,7090
2190,0,Title: Why Do Fools Fall In Love,1643,7091
2190,1,Genres: Drama,1643,7092
2190,2,Average rating: 2.0/5.0 from 1 ratings,1643,7093
2190,3,Release year: 1998,1643,7094
2193,0,Title: Willow,1644,7095
2193,1,"Genres: Action, Adventure, Fantasy",1644,7096
2193,2,Average rating: 3.3/5.0 from 40 ratings,1644,7097
2193,3,Release year: 1988,1644,7098
2194,0,Title: Untouchables The,1645,7099
2194,1,"Genres: Action, Crime, Drama",1645,7100
2194,2,Average rating: 3.9/5.0 from 65 ratings,1645,7101
2194,3,"Tags: gangsters, capone",1645,7102
2194,4,Release year: 1987,1645,7103
2195,0,Title: Dirty Work,1646,7104
2195,1,Genres: Comedy,1646,7105
2195,2,Average rating: 3.2/5.0 from 7 ratings,1646,7106
2195,3,Release year: 1998,1646,7107
2196,0,Title: Knock Off,1647,7108
2196,1,Genres: Action,1647,7109
2196,2,Average rating: 5.0/5.0 from 1 ratings,1647,7110
2196,3,Release year: 1998,1647,7111
2201,0,Title: Paradine Case The,1648,7112
2201,1,Genres: Drama,1648,7113
2201,2,Average rating: 3.5/5.0 from 2 ratings,1648,7114
2201,3,Release year: 1947,1648,7115
2202,0,Title: Lifeboat,1649,7116
2202,1,"Genres: Drama, War",1649,7117
2202,2,Average rating: 4.4/5.0 from 7 ratings,1649,7118
2202,3,Tags: survival,1649,7119
2202,4,Release year: 1944,1649,7120
2203,0,Title: Shadow of a Doubt,1650,7121
2203,1,"Genres: Crime, Drama, Thriller",1650,7122
2203,2,Average rating: 4.1/5.0 from 7 ratings,1650,7123
2203,3,Tags: small towns,1650,7124
2203,4,Release year: 1943,1650,7125
2204,0,Title: Saboteur,1651,7126
2204,1,"Genres: Mystery, Thriller",1651,7127
2204,2,Average rating: 3.9/5.0 from 4 ratings,1651,7128
2204,3,Release year: 1942,1651,7129
2205,0,Title: Mr & Mrs Smith,1652,7130
2205,1,"Genres: Comedy, Romance",1652,7131
2205,2,Average rating: 2.9/5.0 from 4 ratings,1652,7132
2205,3,Release year: 1941,1652,7133
2206,0,Title: Suspicion,1653,7134
2206,1,"Genres: Film-Noir, Mystery, Thriller",1653,7135
2206,2,Average rating: 4.0/5.0 from 5 ratings,1653,7136
2206,3,Tags: paranoia,1653,7137
2206,4,Release year: 1941,1653,7138
2207,0,Title: Jamaica Inn,1654,7139
2207,1,Genres: Drama,1654,7140
2207,2,Average rating: 3.0/5.0 from 1 ratings,1654,7141
2207,3,Release year: 1939,1654,7142
2208,0,Title: Lady Vanishes The,1655,7143
2208,1,"Genres: Drama, Mystery, Thriller",1655,7144
2208,2,Average rating: 3.9/5.0 from 6 ratings,1655,7145
2208,3,Tags: train,1655,7146
2208,4,Release year: 1938,1655,7147
2210,0,Title: Sabotage,1656,7148
2210,1,Genres: Thriller,1656,7149
2210,2,Average rating: 3.2/5.0 from 2 ratings,1656,7150
2210,3,Release year: 1936,1656,7151
2211,0,Title: Secret Agent,1657,7152
2211,1,Genres: Thriller,1657,7153
2211,2,Average rating: 3.0/5.0 from 1 ratings,1657,7154
2211,3,Release year: 1936,1657,7155
2212,0,Title: Man Who Knew Too Much The,1658,7156
2212,1,"Genres: Drama, Thriller",1658,7157
2212,2,Average rating: 3.7/5.0 from 3 ratings,1658,7158
2212,3,Release year: 1934,1658,7159
2226,0,Title: Ring The,1659,7160
2226,1,Genres: Drama,1659,7161
2226,2,Average rating: 1.0/5.0 from 1 ratings,1659,7162
2226,3,Release year: 1927,1659,7163
2227,0,Title: Lodger A Story of the London Fog The,1660,7164
2227,1,"Genres: Crime, Drama, Thriller",1660,7165
2227,2,Average rating: 3.5/5.0 from 3 ratings,1660,7166
2227,3,Release year: 1927,1660,7167
2231,0,Title: Rounders,1661,7168
2231,1,Genres: Drama,1661,7169
2231,2,Average rating: 3.9/5.0 from 36 ratings,1661,7170
2231,3,Release year: 1998,1661,7171
2232,0,Title: Cube,1662,7172
2232,1,"Genres: Horror, Mystery, Sci-Fi, Thriller",1662,7173
2232,2,Average rating: 3.4/5.0 from 27 ratings,1662,7174
2232,3,Release year: 1997,1662,7175
2236,0,Title: Simon Birch,1663,7176
2236,1,Genres: Drama,1663,7177
2236,2,Average rating: 3.0/5.0 from 9 ratings,1663,7178
2236,3,Release year: 1998,1663,7179
2239,0,Title: Swept Away Travolti da un insolito destino nellazzurro mare dAgosto,1664,7180
2239,1,"Genres: Comedy, Drama",1664,7181
2239,2,Average rating: 4.7/5.0 from 6 ratings,1664,7182
2239,3,Release year: 1975,1664,7183
2240,0,Title: My Bodyguard,1665,7184
2240,1,Genres: Drama,1665,7185
2240,2,Average rating: 3.9/5.0 from 7 ratings,1665,7186
2240,3,Release year: 1980,1665,7187
2241,0,Title: Class,1666,7188
2241,1,Genres: Comedy,1666,7189
2241,2,Average rating: 3.5/5.0 from 4 ratings,1666,7190
2241,3,Release year: 1983,1666,7191
2243,0,Title: Broadcast News,1667,7192
2243,1,"Genres: Comedy, Drama, Romance",1667,7193
2243,2,Average rating: 3.4/5.0 from 28 ratings,1667,7194
2243,3,Tags: journalism,1667,7195
2243,4,Release year: 1987,1667,7196
2244,0,Title: Allnighter The,1668,7197
2244,1,"Genres: Comedy, Romance",1668,7198
2244,2,Average rating: 1.5/5.0 from 2 ratings,1668,7199
2244,3,Release year: 1987,1668,7200
2245,0,Title: Working Girl,1669,7201
2245,1,"Genres: Comedy, Drama, Romance",1669,7202
2245,2,Average rating: 3.2/5.0 from 22 ratings,1669,7203
2245,3,Release year: 1988,1669,7204
2247,0,Title: Married to the Mob,1670,7205
2247,1,Genres: Comedy,1670,7206
2247,2,Average rating: 3.0/5.0 from 12 ratings,1670,7207
2247,3,Tags: mafia,1670,7208
2247,4,Release year: 1988,1670,7209
2248,0,Title: Say Anything,1671,7210
2248,1,"Genres: Comedy, Drama, Romance",1671,7211
2248,2,Average rating: 3.9/5.0 from 39 ratings,1671,7212
2248,3,"Tags: in your eyes, lloyd dobbler",1671,7213
2248,4,Release year: 1989,1671,7214
2249,0,Title: My Blue Heaven,1672,7215
2249,1,Genres: Comedy,1672,7216
2249,2,Average rating: 3.2/5.0 from 11 ratings,1672,7217
2249,3,Tags: mafia,1672,7218
2249,4,Release year: 1990,1672,7219
2252,0,Title: Hero,1673,7220
2252,1,"Genres: Comedy, Drama",1673,7221
2252,2,Average rating: 2.5/5.0 from 5 ratings,1673,7222
2252,3,Release year: 1992,1673,7223
2253,0,Title: Toys,1674,7224
2253,1,"Genres: Comedy, Fantasy",1674,7225
2253,2,Average rating: 2.4/5.0 from 20 ratings,1674,7226
2253,3,Release year: 1992,1674,7227
2255,0,Title: Young Doctors in Love,1675,7228
2255,1,Genres: Comedy,1675,7229
2255,2,Average rating: 1.5/5.0 from 2 ratings,1675,7230
2255,3,Release year: 1982,1675,7231
2256,0,Title: Parasite,1676,7232
2256,1,"Genres: Horror, Sci-Fi",1676,7233
2256,2,Average rating: 2.5/5.0 from 2 ratings,1676,7234
2256,3,Release year: 1982,1676,7235
2257,0,Title: No Small Affair,1677,7236
2257,1,"Genres: Comedy, Romance",1677,7237
2257,2,Average rating: 4.0/5.0 from 1 ratings,1677,7238
2257,3,Release year: 1984,1677,7239
2259,0,Title: Blame It on Rio,1678,7240
2259,1,"Genres: Comedy, Romance",1678,7241
2259,2,Average rating: 3.2/5.0 from 8 ratings,1678,7242
2259,3,Release year: 1984,1678,7243
2260,0,Title: Wisdom,1679,7244
2260,1,"Genres: Crime, Drama",1679,7245
2260,2,Average rating: 2.5/5.0 from 2 ratings,1679,7246
2260,3,Release year: 1986,1679,7247
2261,0,Title: One Crazy Summer,1680,7248
2261,1,Genres: Comedy,1680,7249
2261,2,Average rating: 3.0/5.0 from 6 ratings,1680,7250
2261,3,Release year: 1986,1680,7251
2262,0,Title: About Last Night,1681,7252
2262,1,"Genres: Comedy, Drama, Romance",1681,7253
2262,2,Average rating: 3.0/5.0 from 9 ratings,1681,7254
2262,3,Release year: 1986,1681,7255
2263,0,Title: Seventh Sign The,1682,7256
2263,1,"Genres: Drama, Fantasy, Thriller",1682,7257
2263,2,Average rating: 2.8/5.0 from 5 ratings,1682,7258
2263,3,Release year: 1988,1682,7259
2264,0,Title: Were No Angels,1683,7260
2264,1,"Genres: Comedy, Crime",1683,7261
2264,2,Average rating: 2.8/5.0 from 4 ratings,1683,7262
2264,3,Release year: 1989,1683,7263
2265,0,Title: Nothing But Trouble,1684,7264
2265,1,"Genres: Adventure, Comedy",1684,7265
2265,2,Average rating: 2.4/5.0 from 4 ratings,1684,7266
2265,3,Release year: 1991,1684,7267
2266,0,Title: Butchers Wife The,1685,7268
2266,1,"Genres: Comedy, Romance",1685,7269
2266,2,Average rating: 3.1/5.0 from 5 ratings,1685,7270
2266,3,Release year: 1991,1685,7271
2267,0,Title: Mortal Thoughts,1686,7272
2267,1,"Genres: Mystery, Thriller",1686,7273
2267,2,Average rating: 2.5/5.0 from 2 ratings,1686,7274
2267,3,Release year: 1991,1686,7275
2268,0,Title: Few Good Men A,1687,7276
2268,1,"Genres: Crime, Drama, Thriller",1687,7277
2268,2,Average rating: 3.8/5.0 from 57 ratings,1687,7278
2268,3,"Tags: court, military",1687,7279
2268,4,Release year: 1992,1687,7280
2269,0,Title: Indecent Proposal,1688,7281
2269,1,"Genres: Drama, Romance",1688,7282
2269,2,Average rating: 3.0/5.0 from 8 ratings,1688,7283
2269,3,Release year: 1993,1688,7284
2271,0,Title: Permanent Midnight,1689,7285
2271,1,Genres: Drama,1689,7286
2271,2,Average rating: 3.0/5.0 from 2 ratings,1689,7287
2271,3,Release year: 1998,1689,7288
2272,0,Title: One True Thing,1690,7289
2272,1,Genres: Drama,1690,7290
2272,2,Average rating: 2.8/5.0 from 2 ratings,1690,7291
2272,3,Release year: 1998,1690,7292
2273,0,Title: Rush Hour,1691,7293
2273,1,"Genres: Action, Comedy, Crime, Thriller",1691,7294
2273,2,Average rating: 3.3/5.0 from 42 ratings,1691,7295
2273,3,Release year: 1998,1691,7296
2275,0,Title: Six-String Samurai,1692,7297
2275,1,"Genres: Action, Adventure, Sci-Fi",1692,7298
2275,2,Average rating: 3.6/5.0 from 5 ratings,1692,7299
2275,3,Release year: 1998,1692,7300
2278,0,Title: Ronin,1693,7301
2278,1,"Genres: Action, Crime, Thriller",1693,7302
2278,2,Average rating: 3.5/5.0 from 43 ratings,1693,7303
